"ParokiID","KeuskupanID","NoParoki","NamaParoki","NamaGereja","AlamatParoki","KotaParoki","TeleponParoki","FaxParoki","WebsiteParoki","EmailParoki","PastorParoki","WilayahKeuskupan"
"006.005","006",5,"Cibinong","Keluarga Kudus","Jl Mayor Oking No.15/527, Cibinong","Bogor","021-8753404","021-87900217","","","-",""
"006.006","006",6,"Cicurug","Hati Maria Tak Bernoda","Jl Siliwangi  35/87,","Cicurug","0266-731014","","","","-",""
"006.007","006",7,"Ciluar","St. Andreas","Jl BKIA No.9 RT 02/01, Cimandala, Sukaraja","Bogor","0251-8652953, 8655320","0251-8655320","","st.andreaspparoki@yahoo.com","-",""
"006.008","006",8,"Cinere","St. Matias","Jl Baros No.3, Komplek A.L., Pangkalan Jati,","Cinere, Bogor","021-7667427,  7665872","021-7667427","","","RD. Paulus Haruna",""
"006.009","006",9,"Cipanas","St. Maria Ratu Para Malaikat","Jl Raya Cipanas No.93, Cipanas","Cianjur","0263-512317","","","","-",""
"006.010","006",10,"Depok Jaya","St. Herkulanus","Jl Irian Jaya No.1, Perumnas I,","Depok Jaya","021-7773536, 7521729","","","","-",""
"006.011","006",11,"Depok Tengah","St. Matheus","Jl Sadewa Raya No.1,","Depok II Tengah","021-7701614","","","","-",""
"006.012","006",12,"Depok Timur","St. Markus","Jl Kerinci Raya No.11,","Depok II Timur","021-7703229","021-77820656","","","-",""
"006.013","006",13,"Depok Lama","St. Paulus","Jl Melati No.4,","Depok","021-7520334","021-77204851","","","Yosef Paleba Tolok, OFM",""
"006.014","006",14,"Kelapa Dua","St. Thomas","Ksatrian Korps Brimob Amji Atak, Kelapa Dua","Cimanggis","021-8715526","021-87706362","","","-",""
"006.015","006",15,"Mega Mendung","St. Yakobus","Jl Kelud, Komp. Pertamina, Cipayung, Megamendung","Bogor","0251-8252919","","","","-",""
"006.016","006",16,"Parung","St. Joannes Baptista","Jl Metro Parung No.36, Kp Tulang Kuning RT 01/06, Desa Waru, Kec.Parung","Bogor","0251-610067","","","","-",""
"006.017","006",17,"Rangkasbitung","St. Maria Tak Bernoda","Jl Multatuli No.38, ","Rangkasbitung","0252-201652","","","","-",""
"006.018","006",18,"Serang","Kristus Raja","Jl H. Sbdullah No.2,","Serang","0254-200034","0254-200034","","","-",""
"006.019","006",19,"Sukabumi","St. Yoseph","Jl Suryakencana No11,","Sukabumi","0266-224574","","","","-",""
"006.020","006",20,"Sentul City","St. Maria Fatima","Ruko Plaza Amsterdam Blok D No.26-28","Sentul City, Bogor","021-87962476","","","","-",""
"006.021","006",21,"Cileungsi","Maria Bunda Segala Bangsa","Jl Transyogi Km 6, Kota Wisata, Cibubur","Bogor","021-84932402","","","","-",""
"007.001","007",1,"Amlapura/Karangasem","St. Fransiskus Asisi","Gereja Katolik St Fransiskus Asisi, Jl Untung Surapati","Amlapura","0363-21255","","","","-",""
"007.002","007",2,"Ampenan / Lombok Barat","St. Antonius","Jl Majapahit No.10, Ampenan, Lombok 83114,","NTB","0370-634397","","","","-",""
"007.003","007",3,"Babakan/Bali","Roh Kudus","Pastoran Katolik Babakan/Canggu, Kec. Kuta Utara, Kab. Badung","Bali","0361-7441206","","","","-",""
"007.004","007",4,"Denpasar/Bali","St. Yoseph","Jl Kepundung No.2, Kotak Pos 28,","Denpasar","0361-222729","","","","-",""
"007.005","007",5,"Dompu / Sumbawa","St. Maria - St. Yoseph","Jl Pinus No.3, Dompu","NTB","0373-21655","","","","-",""
"007.006","007",6,"Donggo / Bima-Sumbawa-NTB","St. Yohanes Maria Vianney","Gereja Katolik St Yoseph, Jl Pepaya No.1, Raba","Bima","0374-43258","","","","-",""
"007.007","007",7,"Gianyar/Bali","St. Maria Ratu Rosari","Gereja Katolik St Maria Ratu Rosari, Jl Mulawarman 92A,","Gianyar, Bali","0361-943457","","","","-",""
"007.008","007",8,"Gumbrih/Bali","St. Maria Ratu","Pastoran Katolik St Maria Ratu, Jl Gereja No.4 Gumbrih, Pekutatan, Jembrana,","Bali","0365-43325","","","","-",""
"007.009","007",9,"Katedral","Roh Kudus","Gereja Katolik Katedral Roh Kudus, Jl Tukad Musi No.1 Renon, ","Denpasar, Bali","0361-241303","","","","-",""
"007.010","007",10,"Klungkung-Stasi/Bali","St. Caecilia","Graha St Caecilia, Jl Dewi Sartika, Klungkung","Bali","0366-21596","","","","-",""
"007.011","007",11,"Kulibul/Badung-Bali","St. Paulus","Gereja Katolik St Paulus, Jl Raya Padonan No.65, Kulibul, Cangu, Kuta Utara,","Bali","0361-437082","","","","-",""
"007.012","007",12,"Mataram / Lombok Barat","St. Maria Immaculata","Pastoran Katolik Mataram, Jl Pejanggik No.37,","Mataram","0370-641707","0370-632092","","","-",""
"007.013","007",13,"Monang Maning/Denpasar","St. Petrus","Pastrn. Katolik Monang Maning, Jl Gunung Batok I/1 Monang Maning, Denpasar Barat,","Bali.","0361-482568","","","","-",""
"007.014","007",14,"Negara/Bali","St. Petrus","Pastorn Katolik Negara, Jl Gatot Subroto 1, Negara 82213,","Bali.","0365-41296","","","","-",""
"007.015","007",15,"Nusa Dua-Stasi/Bali","Maria Bunda Segala Bangsa","Kompleks Puja Mandala, Jl Bukit Kampial","Nusa Dua","0361-774811","","","","-",""
"007.016","007",16,"Palasari/Jembrana-Bali","Hati Kudus Yesus","Jl Gereja, Palasari, Melaya, ","Jembrana","0365-42201","","","","-",""
"007.017","007",17,"Praya / Lombok Tengah","St. Yohanes Pemandi","d/a Dekenat NTB, Jl Pejanggik No.37, Mataram","Lombok.","0370-632092","","","","-",""
"007.018","007",18,"Raba / Bima NTB","St. Yoseph","Pastoran Katolik Raba Bima, Jl Pepaya No.1, Raba, Bima","Sumbawa, NTB.","0374-43258","","","","-",""
"007.019","007",19,"Singaraja/Buleleng-Bali","St. Paulus","d/a Keuskupan Denpasar, Jl Rambutan No.27, Denpasar 80030,","Bali.","0361-222020  -  0362-21919","","","","-",""
"007.020","007",20,"Sumbawa Besar / Sumbawa NTB","Sang Penebus","Jl Diponegoro No.34,","Sumbawa Besar-NTB.","0371-21718","","","","-",""
"007.021","007",21,"Tabanan/Bali","St. Maria Immaculata","Pastoran Katolik, Jl Singosari No.5A, Tabanan 82113","Bali.","0361-813165","","","","-",""
"007.022","007",22,"Tangeb/Tangeb-Bali","St. Theresia","Banjar Tengah, Tangeb-Kapal Mengwi, Kab.Badung,","Bali.","0361-428134","","","","-",""
"007.023","007",23,"Kuta/Bali","St. Fransiskus Xaverius","Pastrn. Katolik St. Fransiskus Xaverius, Jl Dewi Sartika 107, Kuta 80361","Bali.","0361-751144,  750043","","","","-",""
"007.024","007",24,"Tuka (Badung-Bali)","Tritunggal Maha Kudus","Banjar Tuka Desa Dalung, Kec.Kuta, Kab.Badung,","Bali.","0361-439820","","","","-",""
"008.001","008",1,"Aimere / Kombos","St. Fransiskus Asisi dan St. Clara","Pastoran Katolik Aimere, Flores, Pos Bajawa 86452,","Flores NTT.","","","","","-",""
"008.002","008",2,"Bajawa 1","St. Maria Mater Boni Consili (Bunda Penasihat Baik)","Pastoran Katolik MBC, Jl Mgr Sugijopranoto, Bajawa 86412,","Flores NTT","0384-21084","","","","-",""
"008.003","008",3,"Bajawa 2","St. Yosef","Pastoran Katolik St.Yosef, Jl S.Parman,","Bajawa.","","","","","-",""
"008.004","008",4,"Bekek","St. Petrus Dan Paulus","Pastoran Katolik Bekek, Ngada, Bajawa 86471,","Flores NTT","","","","","-",""
"008.005","008",5,"Boanio","Hati Yesus Dan Hati Maria","Pastoran Katolik Boanio, Nagekeo,","Flores-NTT","","","","","-",""
"008.006","008",6,"Boawae","St. Fransiskus Xaverius","Pastoran Katolik Boawae, Nagekeo, ","Flores NTT","","","","","-",""
"008.007","008",7,"Boba","Salvatoris Resurgentis","Pastoran Katolik Boba, Ngada, Bajawa 86461,","Flores NTT.","","","","","-",""
"008.008","008",8,"Danga","Stella Maris","Pastoran Katolik Danga, Nagekeo,","Flores-NTT","","","","","-",""
"008.009","008",9,"Detukeli","Roh Kudus","Pastoran Katolik Detukeli, Ende 86371,","Flores NTT.","","","","","-",""
"008.010","008",10,"Detusoko","St. Yosef","Pastoran Katolik Detusoko, Ende 86371","Flores-NTT.","","","","","-",""
"008.011","008",11,"Dhoki","St. Yosef","Pastoran Katolik Dhoki, Nagekeo,","Flores-NTT.","","","","","-",""
"008.012","008",12,"Ende","Kristus Raja","Pastoran Katolik Katedral, Jl Katedral No.5, Ende 86312","Flores-NTT.","0381-21145","","","","-",""
"008.013","008",13,"Jerebuu","St. Paulus","Pastoran Katolik Jerebuu, Ngada,","Flores-NTT","","","","","-",""
"008.014","008",14,"Jopu","St. Perawan Maria Yang Terkandung Tanpa Noda","Pastoran Katolik Jopu, Ende 86372,","Flores-NTT.","","","","","-",""
"008.015","008",15,"Kombandaru","St. Maria Magdalena Sophia Barat","Pastoran Katolik Kombandaru, Ende,","Flores-NTT","","","","","-",""
"008.016","008",16,"Kotabaru","St. Dominikus","Pastoran Katolik Kotabaru Lio Utara, Ende 86381,","Flores-NTT","","","","","-",""
"008.017","008",17,"Laja","St. Yosef","","Ende","","","","","-",""
"008.018","008",18,"Langa","St. Mariae Matris Salvatoris","Pastoran Katolik Langa, Bajawa,","Flores-NTT","","","","","-",""
"008.019","008",19,"Mangulewa","Matris Dolorosae","Pastoran Katolik Mangulewa, Bajawa 86461,","Flores-NTT","","","","","-",""
"008.020","008",20,"Maronggela","Maria Diangkat Ke Surga","Pastoran Katolik Maronggela, Bajawa 86471,","Flores-NTT.","","","","","-",""
"008.021","008",21,"Mataloko","Roh Kudus","Pastoran Katolik Mataloko, Ngada,","Flores-NTT","","","","","-",""
"008.022","008",22,"Maukeli","St. Mikael","Pastoran Katolik Maukeli, Nagekeo,","Flores-NTT","","","","","-",""
"008.023","008",23,"Maunori","Hati Kudus Yesus","Pastoran Katolik Maunori, Nagekeo,","Flores-NTT","","","","","-",""
"008.024","008",24,"Maurole","Salib Suci","Pastoran Katolik Maurole, Ende 86381,","Flores-NTT","","","","","-",""
"008.025","008",25,"Mautapaga","St.Yosef Frainademetz","Pastoran Katolik Mautapaga, Jl Gatot Subroto, Ende 86317","Flores-NTT","0381-22027","","","","-",""
"008.026","008",26,"Mautenda","Emanuel","Pastoran Katolik Mautenda, Welamosa, Ende 86371,","Flores-NTT","","","","","-",""
"008.027","008",27,"Moni","Hati Amat Kudus S.P. Maria","Pastoran Katolik Moni, Ende 86372,","Flores-NTT","","","","","-",""
"008.028","008",28,"Mukusaki","Kristus Raja","Pastoran Katolik Mukusaki, Ende 86371","Flores-NTT","","","","","-",""
"008.029","008",29,"Mundemi","St. Mikhael","Pastoran Katolik Mundemi, Nagekeo,","Flores-NTT","","","","","-",""
"008.030","008",30,"Nangaroro","St. Martinus","Pastoran Katolik Nangaroro, Nagekeo,","Flores-NTT","","","","","-",""
"008.031","008",31,"Nangapanda","St. Eduardus","Pastoran Katolik Ngapanda, Ende 86352,","Flores-NTT","","","","","-",""
"008.032","008",32,"Ndona","Maria Immaculata","Pastoran Katolik Ndona, Pos Ende 86361,","Flores-NTT","","","","","-",""
"008.033","008",33,"Ndondo","St. Fransiskus Xaverius","Pastoran Katolik Ndondo, Loboniki, Ndondo, Ende","Flores-NTT","","","","","-",""
"008.034","008",34,"Ndora","Petrus Martir","Pastoran Katolik Ndora, Nagekeo,","Flores-NTT","","","","","-",""
"008.035","008",35,"Nggela","St. Theresia Kanak-kanak Yesus","Pastoran Katolik Nggela, Ende,","Flores-NTT.","","","","","-",""
"008.036","008",36,"Onekore","St. Yosef","Pastoran Katolik Onekore, Jl Wijaya, Ende,","Flores-NTT","0381-21156","","","","-",""
"008.037","008",37,"Raja","St. Yosef","Pastoran Katolik Raja, Nagekeo,","Flores-NTT","","","","","-",""
"008.038","008",38,"Ratesuba","St. Vincentius A Paulo","Pastoran Katolik Ratesuba, Ende,","Flores-NTT","","","","","-",""
"008.039","008",39,"Riti","Kristus Raja","Pastoran Katolik Riti, Nagekeo,","Flores-NTT","","","","","-",""
"008.040","008",40,"Roworeke","St. Martinus","Pastoran Katolik Roworeke, ende 86319,","Flores-NTT","","","","","-",""
"008.041","008",41,"Ruto","St. Martinus","Pastoran Katolik Ruto, Ngada, Bajawa 86452,","Flores-NTT","","","","","-",""
"008.042","008",42,"Soa","Salib Suci","Pastoran Katolik Soa, Bajawa 86451,","Flores-NTT","","","","","-",""
"008.043","008",43,"Wangka","Hati Kudus Yesus","Pastoran Katulik Wangka, Bajawa 86471,","Flores-NTT","","","","","-",""
"008.044","008",44,"Watuneso","Hati Kudus Tuhan Yesus","Pastoran Katolik Watuneso, Ende 86372,","Flores-NTT","","","","","-",""
"008.045","008",45,"Wekaseko","St. Hubertus","Pastoran Katolik Wekaseko, Nagekeo,","Flores-NTT","","","","","-",""
"008.046","008",46,"Wolosambi","St. Yohanes Baptista","Pastoran Katolik Wolosambi, Nagekeo,","Flores-NTT","","","","","-",""
"008.047","008",47,"Wolotolo","Kristus Raja","Pastoran Katolik Wolotolo, Ende 86371,","Flores-NTT","","","","","-",""
"008.048","008",48,"Wolotopo","St. Fransiskus Xaverius","Pastoran Katolik Wolotopo, Ende 86361,","Flores-NTT","","","","","-",""
"008.049","008",49,"Wolowaru","Hati Kudus Tuhan Yesus","Pastoran Katolik Wolowaru, Ende 86372,","Flores-NTT","0381-41030","","","","-",""
"008.050","008",50,"Wonda","Maria Diangkat Ke Surga","Pastoran Katolik Wonda, Ende,","Flores-NTT","","","","","-",""
"008.051","008",51,"Worhonio","St. Maria","Pastoran Katolik Worhonio, Ende 86319","Flores-NTT","0381-23283","","","","-",""
"008.052","008",52,"Wudu","Immaculati Cordis Mariae","Pastoran Katolik Wudu, Nagekeo,","Flores-NTT","","","","","-",""
"008.053","008",53,"Aeramo","Yesus Kerahiman Ilahi","Pastoran Katolik Aeramo-Nagekeo,","Flores NTT","","","","","-",""
"008.054","008",54,"Gako","St. Fransiskus Asisi","Pastoran Katolik Gako, Nagekeo,","Flores-NTT.","","","","","-",""
"008.055","008",55,"Rajawawo","St. Maria Bunda Karmel","Pastoran Katolik Rajawawo, Ende 86352,","Flores-NTT","","","","","-",""
"009.001","009",1,"Bekasi","St. Arnoldus","Jl. Ir. H. Juanda No.164","Bekasi","021-8801763","021-88347168","","b-arnoldus@yahoo.com","-",""
"009.002","009",2,"Bekasi Utara","St. Klara","Taman Wisma asri, Blok T/4-6","Bekasi","021-8870327","021-8870327","","kapbekasi@hotmail.com","-",""
"009.003","009",3,"Bidaracina","St. Antonius Padua","Jl Otto Iskandardinata No.76A","Jakarta","021-8192305,  85905064","021-8508304","","","-",""
"009.004","009",4,"Bintaro","St. Matius Penginjil","Jl. Raya Utama I, Pondok Karya, Bintaro","Tangerang","021-7358123,  73882716","021-73882715","www.santomatius.org","stmatius@cbn.net.id","Pastor Silvano Laurenzi, SX",""
"009.005","009",5,"Blok B","St. Yohanes Penginjil","Jl Melawai Raya No.197","Jakarta","021-7220763","021-7220558","","gstyohan@bit.net.id","-",""
"009.006","009",6,"Blok Q","St. Perawan Maria Ratu","Jl Suryo No.62,","Jakarta","021-7208640","021-7268611","","spmratu@cbn.net.id","-",""
"009.007","009",7,"Bojong Indah","St. Thomas Rasul","Jl Pakis Raya Blok G V No.20,","Jakarta","021-5810977,  5811602","021-5810978","","sathora@centrin.net.id","-",""
"009.008","009",8,"Cempaka Putih","St. Paskalis","Jl Letjen Suprapto Kav. C1/23","Jakarta","021-4202793","021-4203743","","paskalis@indosat.net.id","-",""
"009.009","009",9,"Cengkareng","Trinitas","Jl Bambu Kuning IX No.1-2, Cengkareng Barat","Jakarta","021-6193882","021-6191628","","omitrin@dnet.net.id","-",""
"009.010","009",10,"Cideng","St. Maria Bunda Perantara","Jl Tanah Abang II No.105","Jakarta","021-3843784,  past 021-3453305","021-3522407","","","-",""
"009.011","009",11,"Cijantung","St. Aloysius Gonzaga","Jl Pendidikan III No.2, Cijantung II","Jakarta","021-8400465","021-8408958","","gonzalo@dnet.net.id","-",""
"009.012","009",12,"Cilandak","St. Stephanus","Jl Muhasyim IV No.2 Rt 012/06, Cilandak","Jakarta","021-7512669,  7501629","021-7501628","","","-",""
"009.013","009",13,"Cilangkap","St. Yohanes Maria Vianney","Jl Bambu Wulung No.60, Rt 033/05 Cipayung","Jakarta","021-8444893","021-8444893","","","-",""
"009.014","009",14,"Ciledug","St. Bernadet","Jl Barata Raya No.32, Kompl. Barata","Tangerang","021-7306550,  7338483","021-7338483","","","Paulus Dalu Lubur, CICM",""
"009.015","009",15,"Cililitan","St. Robertus Bellarminus","Jl Kelapa Gading III No.38, Kramatjati","Jakarta","021-8001550,  8007054","021-8007053","","Bellarminusrobertus@yahoo.com","-",""
"009.016","009",16,"Cilincing","Salib Suci","Jl Raya Tugu No.12 Rt 003/014, Semper","Jakarta","021-4405740","021-4400769","","","-",""
"009.017","009",17,"Duren Sawit","St. Anna","JL. Laut Arafuru Blok A VII No.7 Komp TNI-AL","Jakarta","(021) 861 2817, 8660 2879","021-8660 2881","http://gerejastanna.org","st-anna@centris.net.id","-",""
"009.018","009",18,"Grogol","St. Kristoforus","Jl Satria IV Blok C/68, Jelambar","Jakarta","021-5602644,  5602650","021-567 2361","","","-",""
"009.019","009",19,"Jagakarsa","Ratu Rosari","Jl Sirsak No.14 Rt 006/07,","Jakarta","021-7864570,  7863845","021-7864570","","","-",""
"009.020","009",20,"Jalan Malang","St. Ignatius","Jl Malang No.22","Jakarta","021-3151324,  3150924","021-3151324","","","-",""
"009.021","009",21,"Jatibening","St. Leo Agung","Jl Manunggal Pratama No.6, Komp KODAM , Jatiwaringin","Jakarta","021-8629945,  8628967","021-8628967","","","-",""
"009.022","009",22,"Kampung Duri","Damai Kristus","Jl Duri Selatan V No.29 RT 015/05","Jakarta","021-6303147","021-63855547","","","-",""
"009.023","009",23,"Kampung Sawah","St. Servatius","Jl Gereja No.75 RT 006/04, Pondok Gede","Bekasi","021-8449967","021-84599809","","","-",""
"009.024","009",24,"Kapuk","St. Philipus Rasul","Jl Teluk Agung Raya No.19BC RT 010/07","Jakarta","021-6613595","021-6683472","","","-",""
"009.025","009",25,"Karawaci","St. Agustinus","Jl Prambanan No.1A, Perumnas II, Karawaci","Tangerang","021-5916622,  55652266","021-5536972","","","-",""
"009.026","009",26,"Katedral","St. Perawan Maria Diangkat Ke Surga","Jl Katedral No.7B","Jakarta","021-3457746,  3519186","021-3509952","","","Albertus Hani Rudi Hartoko, SJ",""
"009.027","009",27,"Kedoya","St. Andreas","Green Garden Blok J V/1 Rt 008/04","Jakarta","Sekr.021-5824971,5824972, Past.5824973","021-5804059","","","-",""
"009.028","009",28,"Kelapa Gading","St. Yakobus","Kompleks TNI AL, Jl Sunter Kodamar, Kelapa Gading Barat","Jakarta","021-4501028","021-45841432","","","-",""
"009.029","009",29,"Kemakmuran","Bunda Hati Kudus","Jl Hasyim Ashari No.28,","Jakarta","021-6337363,  6339343","021-6339348","","parbhk@centrin.net.id","-",""
"009.030","009",30,"Kramat","Hati Kudus","Jl Kramat Raya No.134,","Jakarta","021-3909689,  3928738","021-3928738","","","P. Yustinus Agung Setiadi, OFM",""
"009.031","009",31,"Kranji","St. Mikael","Jl Bintara Raya Gg Strada I No.38, Kranji","Bekasi","021-8846838,  88851155","021-8846838","","paroki_st.mikael@yahoo.co.id","Yoseph Jaga Dawan, SVD",""
"009.032","009",32,"Lubang Buaya","Kalvari","Jl Masjid Al Umar No.1B, Lubang Buaya","Jakarta","021-87791911","021-87791911","","","-",""
"009.033","009",33,"Mangga Besar","St. Petrus dan Paulus","Jl Raya Mangga Besar No.55,","Jakarta","021-6294867,  6011893","021-6011894","","","Adrianus Padmasaputra, SJ",""
"009.034","009",34,"Matraman","St. Yoseph","Jl Matraman Raya No.127","Jakarta","021-8583782","021-8568417","","","-",""
"009.035","009",35,"Meruya","St. Maria Kusuma Karmel","Jl Kusuma No.1, Kav. DKI Meruya Selatan","Jakarta","021-5858047,  5858048","021-5866509","","makuka@indosat.net.id","-",""
"009.036","009",36,"Pademangan","St. Alphonsus Rodriguez","jl Pademangan II Gg VII No.7,","Jakarta","021-64712610,  64715681","021-64715681","","","-",""
"009.037","009",37,"Pamulang","Rasul Barnabas","Jl Salam No.3 Rt 002/05, Pd Cabe Udik, Pamulang","Tangerang","021-74713568","021-4713567","","barnabas@cbn.net.id","-",""
"009.038","009",38,"Pasar Minggu","Keluarga Kudus","Jl Pertanian III No.26, Pasar Minggu","Jakarta","021-7806237","021-78843851","","kkpsm_326@msn.com","-",""
"009.039","009",39,"Pejompongan","Kristus Raja  (Grj Jl Danau Toba No.58)","Pstrn. Jl Danau Buyan F1 No.25A, Pejompongan,","Jakarta","021-5733383","021-5733383","","","-",""
"009.040","009",40,"Pluit","Stella Maris  (Grj. Jl Taman Pluit Permai Timur 17)","Pstrn. Jl Pluit Utara Raya No.63E,","Jakarta","021-6691642,  66944557","021-6694557","","","-",""
"009.041","009",41,"Pulogebang","St. Gabriel","Perum Pulo Gebang Permai Blok J6 No.1-2","Jakarta","021-48702005,  48702007","021-48700164","","","-",""
"009.042","009",42,"Pulomas","St. Bonaventura","Jl Pacuan Kuda No.7, Pulomas","Jakarta","021-4897347,  4754780","021-4703339","","","-",""
"009.043","009",43,"Rawamangun","Keluarga Kudus","Jl Balai Pustaka Baru Rt 001/07, Rawamangun 13220","Jakarta","021-4892346,  4755665","021-4755688","","","-",""
"009.044","009",44,"Serpong","Sta. Monika","Jl Alamanda, Sektor 1.2, Bumi Serpong Damai","Tangerang","021-5377427, 53152546, 5383195","021-5373737","","","Y. D. Widyasuhardjo, OSC",""
"009.045","009",45,"Slipi","Kristus Salvator","Jl K. Satsuitubun No.128, Slipi,","Jakarta","021-5481844","021-5483938","","","-",""
"009.046","009",46,"Sunter","St. Lukas","Jl Ancol Selatan II, Rt 004/07, Sunter Agung","Jakarta","021-6401373, 6523218 (Pastrn: 6401372)","021-6523282","","","-",""
"009.047","009",47,"Taman Galaksi","St. Bartolomeus","Jl Gardenia Raya Utara, Villa Galaxy Blok AA1 No.35","Bekasi","021-82410916","021-82419074","","bartoway@cbn.net.id","-",""
"009.048","009",48,"Tangerang","St. Maria","Jl Daan Mogot No.14","Tangerang","021-5523169,  5583745","021-5521044","","stmariatangerang@cbn.net.id","-",""
"009.049","009",49,"Tanjung Priok","St. Fransiskus Xaverius","Jl Melati No.1, Tanjung Priok","Jakarta","021-43931808","021-4372557","","","-",""
"009.050","009",50,"Tebet","St. Fransiskus Asisi","Jl. Haji Ramli No.24, Menteng Dalam Rt 005/03","Jakarta","021-8303111","021-8318217","","capusintbt@centrin.net.id","Heribertus OFM.Cap",""
"009.051","009",51,"Theresia","Sta. Theresia","Jl Gereja Theresia No.2","Jakarta","021-3917708","021-3917709","","theresjkt@yahoo.com","-",""
"009.052","009",52,"Toasebio","St. Maria De Fatima","Jl Kemenangan III No.47, Kel. Glodok","Jakarta","021-6293527,  6594952","021-6250421","","","-",""
"009.053","009",53,"Tomang","Maria Bunda Karmel","Jl Karmel Raya No.2, Kebon Jeruk","Jakarta","021-5350435,  5483853","021-5350434","www.parokimbk.or.id","sekretariat_mbk@yahoo.co.id","Pastor Aegidius Eko Aldilanto O. Carm",""
"009.054","009",54,"Ciputat","St. Nikodemus","Jl Wijayakusuma II/V.388 Komp MABAD Rempoa, Ciputat     ","Tangerang","021-7425516","021-7425568","","","-",""
"009.055","009",55,"Cikarang","Ibu Teresa","Jl Pinus VII No.11A, Meadowgreen, Lippo ","Cikarang","021-8972982","021-8972982","","","-",""
"009.056","009",56,"Citra Raya","St. Odilia","Jl Citra Raya Utama Timur Blok L2 Kav.31","Tangerang","021-59408565","021-59408564","","","-",""
"009.057","009",57,"Curug","St. Helena","Jl Permata Kasih VI Blok C 12 No.1, Taman Permata","Tangerang","021-55657370","021-3151324","","","-",""
"009.058","009",58,"Danau Sunter","St. Yohanes Bosco","Jl Taman Sunter Indah  Blok A3 No.13-21","Jakarta","021-65300109","021-65300112","","info@st-yohanesbosco.org","-",""
"009.059","009",59,"Kosambi Baru","St. Matias Rasul","Jl Taman Kosambi Barat Blok A ext.I No.20,  Kosambi Baru","Jakarta","021-5411509,  54393323,  64715681","021-4375687","","","-",""
"009.060","009",60,"Pantai Indah Kapuk","Regina Caeli","Jl Mediterania Boulevard No.1, Pantai Indah Kapuk","Jakarta","021-55964379","021-55964380","","","-",""
"009.061","009",61,"Bintaro Jaya","Sta. Maria Regina","","Tangerang","","","","","-",""
"009.062","009",62,"Alam Sutera","St. Laurensius","Jl. Sutera Utama No. 2, Alam Sutera - Serpong Utara","Tangerang Selatan 15326","53120587","53124087","www.santo-laurensius.org","sekretariatstlaurensius@gmail.com","P. Sangker Sihotang, OSC",""
"009.063","009",63,"Kotabumi","St. Gregorius","Kotabumi - Tangerang","Tangerang","","","","","RD. Andi Gunardi",""
"009.064","009",64,"Harapan Indah","St. Albertus Agung","Jl. Bulevar Raya Kav. 23, Kota Harapan Indah","Bekasi","","","","","RD Kesaryanto",""
"009.065","009",65,"Kalideres","St. Maria Immakulata","","Jakarta","","","","","Rm. A. Andri Atmaka, OMI",""
"010.001","010",1,"A.P.O/Jayapura","St. Fransiskus Asisi","Pastoran Katolik St Fransiskus Asisi, APO, Jl Kartini No.7, Kotak Pos 1379","Jayapura","0967-534834","","","","-",""
"010.002","010",2,"Abepura","Gembala Baik","Pastoran Katolik Gembala Baik, Jl Sentai No.3","Abepura.","0967-581024","","","","-",""
"010.003","010",3,"Abmisibil","Bintang Timur","Pastoran Katolik Bintang Timur, Abmisibil, via AMA, Sentanin Tromol Pos 2","Sentani.","","","","","-",""
"010.004","010",4,"Argapura","St. Petrus Dan Paulus","Pastoran Katolik St. Petrus Dan Paulus, Jl Argapura No.40,","Jayapura","","","","","-",""
"010.005","010",5,"Arso","St. Willibrordus","Pastrn Katolik St Willibrordus, Arso d/a Keusk.Jayapura, Jl Kesehatan No.6, Kotak Pos 1379,","Jayapura","","","","","-",""
"010.006","010",6,"Elagaima","St. Emanuel","Pastoran Katolik Emmanuel, Elagaima, d/a Deknt Jayawijaya, Jl Jawa, Kotak Pos 125","Wamena","","","","","-",""
"010.007","010",7,"Hepuba","Kristus Penebus","Pastoran Katolik Kristus Penebus, Hepuba, d/a Deknt Jayawijaya, Jl Jawa, Kotak Pos 125,","Wamena","","","","","-",""
"010.008","010",8,"Katedral","Kristus Raja","Pastoran Katolik Kristus Raja (Katedral), Jl Sulawesi, Dok V,","Jayapura","0969-533089","","","","-",""
